Age,Attrition,BusinessTravel,Department,DistanceFromHome,EmployeeNumber,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,YearsAtCompany
48,No,Travel_Rarely,Research & Development,20,945,1,Research Scientist,3,2259,4,0
31,No,Non-Travel,Sales,20,947,2,Sales Executive,3,6932,1,9
36,No,Travel_Rarely,Research & Development,7,949,1,Research Scientist,4,4678,2,6
38,No,Travel_Rarely,Research & Development,1,950,3,Research Director,1,13582,1,15
32,No,Non-Travel,Research & Development,1,951,1,Laboratory Technician,2,2332,6,3
25,Yes,Travel_Rarely,Sales,19,952,1,Sales Representative,2,2413,1,1
40,No,Travel_Rarely,Sales,10,954,3,Sales Executive,2,9705,2,1
26,No,Travel_Frequently,Sales,1,956,2,Sales Executive,1,4294,1,7
41,No,Travel_Rarely,Research & Development,6,957,1,Laboratory Technician,1,4721,2,18
36,No,Travel_Rarely,Research & Development,2,958,1,Laboratory Technician,3,2519,4,11
19,Yes,Travel_Rarely,Sales,21,959,1,Sales Representative,2,2121,1,1
20,Yes,Travel_Rarely,Research & Development,4,960,1,Laboratory Technician,1,2973,1,1
31,No,Travel_Rarely,Research & Development,12,961,2,Healthcare Representative,4,5855,0,9
40,No,Travel_Frequently,Research & Development,9,964,1,Research Scientist,2,3617,8,1
32,No,Travel_Rarely,Research & Development,3,966,2,Manufacturing Director,1,6725,1,8
36,Yes,Travel_Rarely,Sales,3,967,3,Sales Executive,4,10325,1,16
33,No,Travel_Rarely,Research & Development,1,969,2,Healthcare Representative,4,6949,0,5
37,Yes,Travel_Rarely,Sales,1,970,3,Sales Executive,3,10609,5,14
45,No,Non-Travel,Research & Development,4,972,2,Laboratory Technician,2,4447,1,9
29,No,Travel_Frequently,Sales,20,974,1,Sales Representative,4,2157,1,3
35,No,Travel_Rarely,Sales,18,975,2,Sales Executive,3,4601,1,5
52,No,Travel_Rarely,Research & Development,1,976,4,Manager,4,17099,2,9
58,Yes,Travel_Rarely,Research & Development,2,977,1,Research Scientist,3,2479,4,1
53,No,Travel_Rarely,Sales,2,981,4,Manager,3,14852,6,17
30,No,Travel_Rarely,Sales,8,982,3,Sales Executive,3,7264,5,8
38,No,Non-Travel,Sales,10,983,2,Sales Executive,4,5666,1,5
35,No,Travel_Rarely,Sales,3,984,3,Sales Executive,4,7823,6,10
39,No,Travel_Rarely,Sales,2,985,3,Sales Executive,3,7880,0,8
40,Yes,Non-Travel,Sales,24,986,4,Sales Executive,2,13194,4,1
47,No,Travel_Frequently,Research & Development,16,987,2,Manufacturing Director,3,5067,1,19
36,No,Non-Travel,Sales,8,990,2,Sales Executive,4,5079,4,7
31,Yes,Non-Travel,Research & Development,9,991,1,Research Scientist,1,2321,0,3
33,No,Non-Travel,Sales,17,992,4,Manager,3,17444,1,10
29,Yes,Travel_Rarely,Research & Development,10,994,1,Research Scientist,1,2404,6,0
33,No,Travel_Rarely,Research & Development,13,995,1,Research Scientist,4,3452,3,3
45,No,Travel_Rarely,Research & Development,1,996,1,Laboratory Technician,4,2270,3,5
50,No,Travel_Rarely,Research & Development,1,997,4,Research Director,4,17399,9,5
33,No,Travel_Frequently,Research & Development,1,998,2,Healthcare Representative,2,5488,1,6
41,No,Travel_Frequently,Research & Development,9,999,5,Research Director,3,19419,2,18
27,No,Travel_Rarely,Research & Development,16,1001,1,Laboratory Technician,2,2811,9,2
45,No,Non-Travel,Research & Development,23,1002,2,Laboratory Technician,1,3633,1,9
47,No,Travel_Rarely,Sales,4,1003,2,Sales Executive,4,4163,1,9
30,Yes,Travel_Rarely,Research & Development,22,1004,1,Research Scientist,3,2132,4,5
50,No,Travel_Rarely,Research & Development,24,1005,4,Manufacturing Director,3,13973,3,12
38,No,Travel_Frequently,Research & Development,10,1006,1,Research Scientist,3,2684,0,2
46,No,Travel_Rarely,Research & Development,7,1007,3,Manufacturing Director,3,10845,6,8
24,No,Travel_Rarely,Research & Development,17,1009,2,Manufacturing Director,3,4377,1,4
35,Yes,Travel_Rarely,Research & Development,14,1010,1,Laboratory Technician,2,3743,1,4
31,No,Travel_Frequently,Research & Development,1,1011,2,Manufacturing Director,1,4148,1,4
18,No,Non-Travel,Research & Development,5,1012,1,Research Scientist,4,1051,1,0
54,No,Travel_Rarely,Research & Development,17,1013,3,Manufacturing Director,3,10739,8,10
35,No,Travel_Rarely,Research & Development,25,1014,3,Healthcare Representative,3,10388,1,16
30,No,Travel_Rarely,Research & Development,8,1015,3,Research Director,1,11416,0,8
20,Yes,Travel_Rarely,Research & Development,11,1016,1,Research Scientist,1,2600,1,1
30,Yes,Travel_Frequently,Research & Development,5,1017,1,Laboratory Technician,2,2422,0,3
26,No,Travel_Rarely,Research & Development,2,1018,2,Manufacturing Director,4,5472,1,8
22,No,Travel_Rarely,Research & Development,8,1019,1,Laboratory Technician,1,2451,1,4
48,No,Travel_Rarely,Research & Development,6,1022,2,Healthcare Representative,3,4240,2,2
48,No,Travel_Rarely,Research & Development,4,1024,3,Healthcare Representative,3,10999,7,15
41,No,Travel_Rarely,Research & Development,7,1025,2,Manufacturing Director,3,5003,6,2
39,No,Travel_Rarely,Research & Development,1,1026,4,Manufacturing Director,4,12742,1,21
27,No,Travel_Rarely,Research & Development,2,1027,2,Manufacturing Director,4,4227,0,3
35,No,Travel_Rarely,Research & Development,10,1028,1,Laboratory Technician,4,3917,1,3
42,No,Travel_Rarely,Sales,5,1029,5,Manager,3,18303,6,1
50,No,Travel_Rarely,Research & Development,9,1030,1,Laboratory Technician,4,2380,4,1
59,No,Travel_Rarely,Research & Development,2,1032,4,Manufacturing Director,4,13726,3,5
37,Yes,Travel_Rarely,Research & Development,11,1033,2,Healthcare Representative,2,4777,5,1
55,No,Travel_Frequently,Research & Development,18,1034,2,Healthcare Representative,2,6385,3,8
41,No,Non-Travel,Research & Development,7,1035,5,Research Director,3,19973,1,21
38,No,Travel_Rarely,Sales,3,1036,2,Sales Executive,4,6861,8,1
26,Yes,Non-Travel,Sales,29,1037,2,Sales Executive,1,4969,8,2
52,Yes,Travel_Rarely,Sales,2,1038,5,Manager,4,19845,1,32
44,No,Travel_Rarely,Sales,28,1039,4,Sales Executive,4,13320,3,12
50,No,Non-Travel,Sales,1,1040,2,Sales Executive,3,6347,0,18
36,Yes,Travel_Rarely,Research & Development,16,1042,1,Laboratory Technician,1,2743,1,17
39,No,Travel_Frequently,Research & Development,22,1043,3,Manufacturing Director,1,10880,1,21
33,No,Non-Travel,Sales,8,1044,1,Sales Representative,4,2342,0,2
45,No,Travel_Rarely,Sales,11,1045,4,Manager,4,17650,3,9
32,No,Non-Travel,Research & Development,29,1046,1,Laboratory Technician,3,4025,9,8
34,No,Travel_Rarely,Sales,1,1047,2,Sales Executive,4,9725,0,15
59,No,Travel_Rarely,Sales,1,1048,3,Manager,4,11904,3,6
45,No,Travel_Rarely,Human Resources,24,1049,1,Human Resources,2,2177,1,6
53,No,Travel_Frequently,Sales,2,1050,3,Sales Executive,2,7525,2,15
36,Yes,Travel_Rarely,Research & Development,15,1052,2,Laboratory Technician,3,4834,7,1
26,Yes,Travel_Frequently,Research & Development,2,1053,1,Research Scientist,1,2042,6,3
34,No,Travel_Rarely,Sales,10,1055,1,Sales Representative,3,2220,1,1
28,No,Travel_Rarely,Sales,10,1056,1,Sales Representative,2,1052,1,1
38,No,Travel_Frequently,Research & Development,3,1060,1,Research Scientist,3,2821,3,2
50,No,Travel_Rarely,Research & Development,2,1061,5,Research Director,3,19237,2,8
37,No,Travel_Rarely,Research & Development,3,1062,2,Healthcare Representative,2,4107,3,4
40,No,Travel_Rarely,Sales,26,1066,2,Sales Executive,1,8396,1,7
26,No,Travel_Frequently,Research & Development,1,1068,1,Research Scientist,3,2007,1,5
46,No,Travel_Rarely,Research & Development,1,1069,5,Research Director,4,19627,9,2
54,No,Travel_Rarely,Sales,2,1070,3,Sales Executive,3,10686,6,9
56,No,Travel_Frequently,Research & Development,9,1071,1,Research Scientist,3,2942,2,5
36,No,Travel_Rarely,Research & Development,12,1073,3,Manufacturing Director,4,8858,0,14
55,No,Non-Travel,Research & Development,2,1074,4,Manager,1,16756,7,9
43,No,Travel_Rarely,Sales,25,1076,3,Sales Executive,4,10798,5,1
20,Yes,Travel_Frequently,Sales,9,1077,1,Sales Representative,4,2323,1,2
21,Yes,Travel_Rarely,Research & Development,10,1079,1,Laboratory Technician,1,1416,1,1
46,No,Travel_Rarely,Research & Development,8,1080,2,Research Scientist,1,4615,8,16
51,Yes,Travel_Rarely,Research & Development,4,1081,1,Research Scientist,3,2461,9,10
28,Yes,Non-Travel,Research & Development,24,1082,3,Healthcare Representative,1,8722,1,10
26,No,Travel_Rarely,Research & Development,1,1083,1,Laboratory Technician,1,3955,1,5
30,No,Travel_Rarely,Research & Development,20,1084,2,Manufacturing Director,1,9957,0,6
41,No,Travel_Rarely,Research & Development,7,1085,1,Research Scientist,3,3376,1,10
38,No,Travel_Rarely,Research & Development,17,1088,3,Healthcare Representative,3,8823,0,19
40,No,Travel_Rarely,Research & Development,20,1092,3,Healthcare Representative,4,10322,4,11
27,No,Non-Travel,Research & Development,8,1094,1,Laboratory Technician,3,4621,1,3
55,No,Travel_Frequently,Research & Development,2,1096,3,Manufacturing Director,2,10976,3,3
28,No,Travel_Rarely,Research & Development,10,1097,2,Research Scientist,3,3660,3,8
44,Yes,Travel_Rarely,Human Resources,1,1098,3,Human Resources,1,10482,9,20
33,No,Travel_Rarely,Research & Development,5,1099,3,Healthcare Representative,4,7119,4,3
35,Yes,Travel_Rarely,Sales,4,1100,3,Sales Executive,1,9582,0,8
33,Yes,Travel_Frequently,Research & Development,29,1101,2,Research Scientist,3,4508,1,13
28,No,Travel_Rarely,Research & Development,15,1102,1,Laboratory Technician,3,2207,1,4
34,No,Travel_Frequently,Research & Development,3,1103,2,Healthcare Representative,4,7756,0,6
37,No,Travel_Rarely,Sales,10,1105,2,Sales Executive,4,6694,2,1
25,Yes,Travel_Rarely,Research & Development,4,1106,1,Laboratory Technician,4,3691,1,7
26,Yes,Travel_Rarely,Research & Development,21,1107,1,Laboratory Technician,3,2377,1,1
33,Yes,Travel_Rarely,Research & Development,25,1108,1,Research Scientist,2,2313,4,2
42,No,Travel_Rarely,Research & Development,2,1109,4,Manager,1,17665,0,22
28,Yes,Travel_Frequently,Research & Development,1,1111,1,Laboratory Technician,2,2596,1,1
50,Yes,Travel_Frequently,Sales,1,1113,2,Sales Executive,3,4728,3,0
33,No,Travel_Frequently,Sales,7,1114,2,Sales Executive,2,4302,0,3
34,No,Non-Travel,Research & Development,3,1115,1,Research Scientist,4,2979,3,0
48,No,Non-Travel,Research & Development,1,1116,4,Manager,4,16885,2,5
45,No,Non-Travel,Sales,9,1117,2,Sales Executive,3,5593,1,15
52,No,Travel_Rarely,Research & Development,7,1118,3,Healthcare Representative,2,10445,7,8
38,No,Travel_Rarely,Sales,10,1119,3,Sales Executive,3,8740,0,8
29,No,Travel_Rarely,Research & Development,28,1120,1,Research Scientist,4,2514,4,7
28,No,Travel_Rarely,Research & Development,3,1121,3,Manufacturing Director,2,7655,0,9
46,No,Travel_Rarely,Sales,3,1124,4,Manager,3,17465,3,12
38,No,Travel_Rarely,Sales,2,1125,3,Sales Executive,2,7351,7,1
43,No,Travel_Frequently,Research & Development,27,1126,3,Manufacturing Director,1,10820,8,8
39,Yes,Travel_Frequently,Research & Development,2,1127,4,Healthcare Representative,4,12169,7,18
40,No,Travel_Rarely,Research & Development,14,1128,5,Research Director,3,19626,1,20
21,No,Travel_Rarely,Research & Development,1,1131,1,Research Scientist,2,2070,1,2
39,No,Non-Travel,Research & Development,9,1132,2,Laboratory Technician,2,6782,9,5
36,No,Non-Travel,Research & Development,18,1133,2,Manufacturing Director,4,7779,2,11
31,No,Travel_Frequently,Sales,20,1135,1,Sales Representative,4,2791,0,2
28,No,Travel_Rarely,Research & Development,2,1136,1,Research Scientist,2,3201,0,5
35,No,Travel_Frequently,Sales,11,1137,2,Sales Executive,4,4968,1,5
49,No,Travel_Rarely,Sales,8,1138,4,Sales Executive,2,13120,6,9
34,No,Travel_Frequently,Research & Development,2,1140,2,Manufacturing Director,3,4033,2,3
29,No,Travel_Frequently,Research & Development,10,1143,1,Research Scientist,2,3291,0,7
42,No,Travel_Rarely,Research & Development,29,1148,2,Laboratory Technician,4,4272,4,1
29,No,Travel_Rarely,Research & Development,8,1150,2,Manufacturing Director,4,5056,1,10
38,No,Travel_Rarely,Human Resources,1,1152,1,Human Resources,3,2844,1,7
28,No,Travel_Frequently,Research & Development,6,1154,1,Research Scientist,3,2703,1,3
18,Yes,Non-Travel,Research & Development,8,1156,1,Laboratory Technician,3,1904,1,0
33,Yes,Travel_Rarely,Sales,9,1157,2,Sales Executive,1,8224,0,5
41,No,Travel_Rarely,Research & Development,12,1158,1,Laboratory Technician,4,4766,3,1
31,Yes,Travel_Frequently,Research & Development,15,1160,1,Laboratory Technician,3,2610,1,2
37,No,Travel_Rarely,Research & Development,25,1161,2,Healthcare Representative,4,5731,7,6
27,No,Travel_Rarely,Research & Development,6,1162,1,Research Scientist,3,2539,1,4
34,No,Travel_Rarely,Sales,9,1163,2,Sales Executive,3,5714,1,6
35,No,Travel_Rarely,Human Resources,8,1164,1,Human Resources,3,4323,1,5
29,Yes,Travel_Rarely,Sales,23,1165,3,Sales Executive,1,7336,1,11
40,No,Travel_Frequently,Research & Development,9,1166,3,Research Director,3,13499,9,18
42,Yes,Travel_Frequently,Sales,12,1167,4,Sales Executive,1,13758,0,21
42,No,Travel_Rarely,Sales,4,1171,2,Sales Executive,1,5155,7,6
35,No,Travel_Rarely,Research & Development,1,1172,1,Laboratory Technician,3,2258,6,8
24,No,Travel_Rarely,Research & Development,24,1173,1,Laboratory Technician,2,3597,8,4
28,Yes,Travel_Rarely,Research & Development,12,1175,1,Laboratory Technician,4,2515,1,1
26,No,Travel_Rarely,Research & Development,3,1177,1,Laboratory Technician,4,4420,1,8
30,No,Travel_Rarely,Sales,10,1179,2,Sales Executive,3,6578,1,10
40,No,Travel_Frequently,Research & Development,26,1180,2,Research Scientist,4,4422,3,1
35,No,Travel_Rarely,Research & Development,2,1182,3,Manufacturing Director,2,10274,2,7
34,No,Travel_Frequently,Research & Development,1,1184,2,Healthcare Representative,1,5343,0,13
35,No,Travel_Frequently,Research & Development,4,1185,1,Laboratory Technician,4,2376,1,2
43,Yes,Travel_Rarely,Sales,9,1188,2,Sales Executive,3,5346,8,4
32,No,Non-Travel,Sales,2,1190,1,Sales Representative,1,2827,1,1
56,No,Travel_Rarely,Research & Development,4,1191,5,Manager,1,19943,4,5
29,No,Travel_Rarely,Research & Development,6,1192,1,Laboratory Technician,4,3131,1,10
19,No,Travel_Rarely,Research & Development,9,1193,1,Research Scientist,1,2552,1,1
45,No,Travel_Rarely,Research & Development,7,1195,1,Research Scientist,3,4477,4,3
37,No,Travel_Rarely,Research & Development,1,1196,2,Manufacturing Director,4,6474,1,14
20,No,Travel_Rarely,Research & Development,3,1198,1,Laboratory Technician,3,3033,1,2
44,Yes,Travel_Rarely,Research & Development,10,1200,1,Research Scientist,3,2936,1,6
53,No,Travel_Rarely,Research & Development,7,1201,5,Manager,3,18606,3,7
29,No,Travel_Rarely,Research & Development,15,1202,1,Research Scientist,4,2168,0,5
22,Yes,Travel_Frequently,Research & Development,3,1203,1,Research Scientist,4,2853,0,0
46,No,Travel_Rarely,Sales,2,1204,4,Manager,1,17048,8,26
44,No,Non-Travel,Research & Development,17,1206,1,Research Scientist,3,2290,2,0
33,No,Travel_Rarely,Human Resources,2,1207,1,Human Resources,3,3600,1,5
41,Yes,Non-Travel,Research & Development,5,1210,1,Research Scientist,1,2107,6,1
30,No,Travel_Rarely,Sales,29,1211,2,Sales Executive,1,4115,8,4
40,No,Travel_Frequently,Sales,2,1212,2,Sales Executive,2,4327,5,0
50,No,Travel_Frequently,Research & Development,2,1215,4,Manager,1,17856,2,2
28,No,Travel_Rarely,Research & Development,19,1216,1,Laboratory Technician,1,3196,1,6
46,No,Travel_Rarely,Research & Development,15,1217,5,Research Director,2,19081,5,4
35,No,Travel_Rarely,Sales,17,1218,2,Sales Executive,1,8966,3,7
24,Yes,Travel_Rarely,Research & Development,17,1219,1,Laboratory Technician,2,2210,1,1
33,No,Travel_Frequently,Sales,25,1220,2,Sales Executive,3,4539,1,10
36,No,Travel_Rarely,Research & Development,6,1221,1,Laboratory Technician,3,2741,1,7
30,No,Travel_Rarely,Research & Development,7,1224,2,Laboratory Technician,3,3491,1,10
44,No,Travel_Rarely,Research & Development,29,1225,2,Research Scientist,4,4541,1,20
20,No,Travel_Rarely,Sales,21,1226,1,Sales Representative,4,2678,1,2
46,No,Travel_Rarely,Research & Development,2,1228,2,Manufacturing Director,4,7379,2,6
42,No,Non-Travel,Human Resources,2,1231,2,Human Resources,1,6272,7,4
60,No,Travel_Rarely,Sales,7,1233,2,Sales Executive,4,5220,0,11
32,No,Travel_Frequently,Research & Development,13,1234,1,Laboratory Technician,2,2743,1,2
32,No,Travel_Frequently,Research & Development,2,1235,2,Research Scientist,3,4998,4,8
36,No,Travel_Rarely,Research & Development,1,1237,3,Manufacturing Director,1,10252,2,7
33,No,Travel_Rarely,Research & Development,9,1238,1,Research Scientist,4,2781,0,14
40,No,Travel_Rarely,Sales,10,1239,2,Sales Executive,2,6852,7,5
25,No,Travel_Rarely,Sales,10,1240,2,Sales Executive,4,4950,0,4
30,No,Travel_Rarely,Research & Development,1,1241,1,Research Scientist,2,3579,0,11
42,No,Travel_Frequently,Research & Development,26,1242,3,Research Director,1,13191,3,1
35,No,Non-Travel,Sales,8,1243,3,Sales Executive,4,10377,4,13
27,No,Travel_Rarely,Research & Development,14,1244,1,Research Scientist,1,2235,1,9
54,No,Travel_Frequently,Research & Development,1,1245,3,Manufacturing Director,3,10502,7,5
44,No,Travel_Rarely,Research & Development,2,1246,1,Research Scientist,4,2011,1,10
19,Yes,Non-Travel,Research & Development,10,1248,1,Research Scientist,2,1859,1,1
29,No,Travel_Rarely,Research & Development,1,1249,1,Research Scientist,4,3760,1,3
54,No,Travel_Rarely,Research & Development,3,1250,4,Research Director,4,17779,3,10
31,No,Travel_Rarely,Research & Development,11,1251,2,Healthcare Representative,1,6833,1,6
31,No,Travel_Rarely,Research & Development,24,1252,2,Healthcare Representative,1,6812,1,10
59,No,Travel_Rarely,Sales,3,1254,2,Sales Executive,4,5171,5,6
43,No,Travel_Rarely,Research & Development,3,1255,5,Research Director,4,19740,3,8
49,No,Travel_Rarely,Research & Development,4,1256,5,Manager,3,18711,2,1
36,No,Travel_Frequently,Research & Development,3,1257,1,Research Scientist,2,3692,1,11
48,No,Travel_Rarely,Research & Development,2,1258,1,Laboratory Technician,2,2559,5,1
27,No,Travel_Rarely,Research & Development,4,1259,1,Research Scientist,3,2517,1,5
29,No,Travel_Rarely,Research & Development,7,1260,2,Healthcare Representative,4,6623,1,6
48,No,Travel_Rarely,Research & Development,1,1263,5,Research Director,4,18265,6,1
29,No,Travel_Rarely,Research & Development,1,1264,4,Research Director,4,16124,3,7
34,No,Travel_Rarely,Research & Development,20,1265,1,Research Scientist,3,2585,0,1
44,No,Travel_Rarely,Sales,5,1267,5,Manager,2,18213,7,22
33,No,Travel_Rarely,Sales,10,1268,3,Sales Executive,3,8380,0,9
19,No,Travel_Rarely,Research & Development,25,1269,1,Research Scientist,4,2994,1,1
23,No,Travel_Rarely,Research & Development,1,1270,1,Research Scientist,3,1223,1,1
25,Yes,Travel_Frequently,Sales,24,1273,1,Sales Representative,4,1118,1,1
26,No,Travel_Rarely,Research & Development,4,1275,1,Research Scientist,4,2875,1,8
45,Yes,Travel_Rarely,Sales,2,1277,5,Manager,2,18824,2,24
55,No,Non-Travel,Research & Development,8,1278,4,Healthcare Representative,2,13577,1,33
21,Yes,Travel_Frequently,Research & Development,10,1279,1,Laboratory Technician,3,2625,1,2
46,No,Travel_Rarely,Sales,4,1280,5,Manager,2,18789,2,11
34,No,Travel_Rarely,Sales,2,1281,2,Sales Executive,1,4538,0,3
51,No,Travel_Frequently,Sales,9,1282,5,Manager,2,19847,4,29
59,No,Travel_Rarely,Research & Development,18,1283,3,Manufacturing Director,4,10512,6,9
34,No,Travel_Frequently,Research & Development,19,1285,2,Laboratory Technician,2,4444,4,11
28,No,Travel_Frequently,Research & Development,1,1286,1,Laboratory Technician,3,2154,0,4
44,No,Travel_Rarely,Research & Development,4,1288,5,Manager,1,19190,1,25
34,No,Travel_Frequently,Human Resources,11,1289,2,Human Resources,2,4490,4,10
35,No,Travel_Rarely,Research & Development,6,1291,1,Research Scientist,3,3506,0,3
42,No,Travel_Rarely,Research & Development,7,1292,2,Research Scientist,2,2372,6,1
43,No,Travel_Rarely,Sales,4,1293,3,Sales Executive,4,10231,3,21
36,No,Travel_Rarely,Research & Development,2,1294,2,Manufacturing Director,2,5410,9,16
44,Yes,Travel_Rarely,Research & Development,15,1295,3,Healthcare Representative,4,7978,1,10
28,No,Travel_Frequently,Research & Development,2,1296,1,Laboratory Technician,4,3867,1,2
51,No,Travel_Frequently,Research & Development,6,1297,1,Laboratory Technician,3,2838,0,7
30,No,Non-Travel,Research & Development,9,1298,2,Manufacturing Director,3,4695,7,8
29,Yes,Travel_Rarely,Research & Development,7,1299,1,Laboratory Technician,3,3339,3,7
28,No,Travel_Rarely,Research & Development,1,1301,1,Research Scientist,1,2080,2,3
25,No,Travel_Rarely,Research & Development,1,1303,1,Research Scientist,2,2096,1,2
32,No,Travel_Rarely,Sales,8,1304,2,Sales Executive,4,6209,1,10
45,No,Travel_Frequently,Research & Development,25,1306,5,Manager,2,18061,3,0
39,No,Travel_Rarely,Research & Development,13,1307,4,Manager,2,17123,6,19
58,No,Travel_Rarely,Research & Development,23,1308,1,Research Scientist,3,2372,1,2
32,Yes,Travel_Rarely,Research & Development,7,1309,2,Laboratory Technician,3,4883,1,10
39,Yes,Travel_Rarely,Research & Development,23,1310,1,Research Scientist,1,3904,0,5
30,No,Travel_Rarely,Research & Development,6,1311,2,Laboratory Technician,4,4627,0,9
36,No,Travel_Rarely,Research & Development,10,1312,3,Healthcare Representative,3,7094,3,7
46,No,Travel_Rarely,Human Resources,1,1314,1,Human Resources,1,3423,6,7
28,No,Non-Travel,Research & Development,1,1315,2,Laboratory Technician,4,6674,0,9
50,No,Travel_Rarely,Research & Development,28,1317,4,Research Director,1,16880,4,3
40,Yes,Travel_Rarely,Sales,25,1318,3,Sales Executive,2,9094,2,5
52,Yes,Travel_Rarely,Sales,5,1319,3,Sales Executive,2,8446,9,8
30,No,Travel_Rarely,Research & Development,17,1321,3,Manager,1,11916,1,9
39,No,Travel_Rarely,Research & Development,18,1322,2,Manufacturing Director,3,4534,0,8
31,No,Non-Travel,Sales,2,1324,3,Sales Executive,3,9852,1,10
41,No,Non-Travel,Sales,10,1329,2,Sales Executive,2,6151,1,19
31,Yes,Travel_Frequently,Sales,1,1331,1,Sales Representative,2,2302,1,3
44,Yes,Travel_Rarely,Research & Development,3,1333,1,Laboratory Technician,1,2362,4,3
42,No,Non-Travel,Research & Development,2,1334,4,Manager,3,17861,0,20
55,No,Travel_Rarely,Research & Development,2,1336,5,Manager,3,19187,4,19
56,No,Travel_Rarely,Human Resources,8,1338,5,Manager,2,19717,6,7
40,No,Non-Travel,Research & Development,16,1340,1,Research Scientist,3,3544,9,4
34,No,Travel_Rarely,Research & Development,9,1344,3,Healthcare Representative,4,8500,0,9
40,No,Travel_Rarely,Research & Development,2,1346,2,Research Scientist,4,4661,1,9
41,No,Travel_Frequently,Sales,1,1349,2,Sales Executive,1,4103,0,9
35,No,Travel_Frequently,Research & Development,4,1350,2,Research Scientist,3,4249,1,9
51,No,Travel_Rarely,Human Resources,5,1352,4,Manager,2,14026,1,33
38,No,Travel_Rarely,Sales,2,1355,2,Sales Executive,1,6893,3,7
34,No,Travel_Rarely,Sales,15,1356,2,Sales Executive,1,6125,1,10
25,No,Travel_Rarely,Research & Development,19,1358,1,Laboratory Technician,4,3669,3,3
58,Yes,Travel_Rarely,Research & Development,7,1360,3,Manufacturing Director,1,10008,7,10
40,No,Travel_Rarely,Research & Development,1,1361,1,Laboratory Technician,2,2387,3,4
36,No,Travel_Frequently,Sales,7,1362,2,Sales Executive,1,4639,2,15
48,No,Travel_Rarely,Research & Development,4,1363,3,Manufacturing Director,4,7898,1,10
27,No,Travel_Rarely,Sales,11,1364,1,Sales Representative,4,2534,8,1
51,No,Travel_Rarely,Research & Development,11,1367,4,Manufacturing Director,2,13142,3,5
18,No,Non-Travel,Research & Development,1,1368,1,Laboratory Technician,4,1611,1,0
35,No,Travel_Rarely,Research & Development,1,1369,2,Laboratory Technician,4,5363,0,9
27,No,Travel_Frequently,Sales,2,1371,2,Sales Executive,4,5071,3,6
55,Yes,Travel_Rarely,Sales,13,1372,4,Sales Executive,3,13695,6,19
56,No,Travel_Rarely,Research & Development,23,1373,4,Manufacturing Director,2,13402,4,19
34,No,Non-Travel,Research & Development,26,1374,1,Research Scientist,3,2029,1,5
40,No,Travel_Rarely,Research & Development,2,1375,2,Healthcare Representative,3,6377,5,12
34,No,Travel_Rarely,Research & Development,29,1377,2,Laboratory Technician,3,5429,4,8
31,Yes,Travel_Frequently,Sales,2,1379,1,Sales Representative,4,2785,7,1
35,Yes,Travel_Frequently,Sales,18,1380,2,Sales Executive,3,4614,0,4
38,No,Travel_Frequently,Research & Development,7,1382,1,Research Scientist,3,2610,1,4
34,No,Travel_Rarely,Research & Development,2,1383,2,Healthcare Representative,4,6687,1,14
28,No,Travel_Rarely,Sales,26,1387,2,Sales Executive,1,4724,1,5
31,Yes,Travel_Rarely,Research & Development,22,1389,2,Manufacturing Director,3,6179,1,10
39,No,Travel_Rarely,Sales,21,1390,2,Sales Executive,4,6120,3,5
51,No,Travel_Frequently,Sales,2,1391,3,Sales Executive,2,10596,2,4
41,No,Travel_Frequently,Research & Development,22,1392,2,Research Scientist,4,5467,3,6
37,No,Travel_Rarely,Research & Development,4,1394,1,Research Scientist,3,2996,7,6
33,No,Travel_Frequently,Sales,5,1395,2,Sales Executive,4,9998,6,5
32,No,Travel_Rarely,Sales,2,1396,2,Sales Executive,2,4078,0,3
39,No,Non-Travel,Research & Development,25,1397,3,Healthcare Representative,3,10920,3,6
25,No,Travel_Rarely,Sales,18,1399,2,Sales Executive,3,6232,2,3
52,No,Travel_Frequently,Research & Development,28,1401,4,Manufacturing Director,3,13247,2,5
43,No,Travel_Rarely,Research & Development,6,1402,2,Research Scientist,3,4081,1,20
27,No,Travel_Rarely,Sales,10,1403,2,Sales Executive,4,5769,1,6
27,Yes,Travel_Rarely,Research & Development,17,1405,1,Research Scientist,3,2394,1,8
26,No,Travel_Rarely,Research & Development,2,1407,1,Research Scientist,4,3904,0,4
42,No,Travel_Rarely,Human Resources,10,1408,4,Manager,1,16799,0,20
52,No,Travel_Rarely,Research & Development,8,1409,1,Laboratory Technician,1,2950,9,5
37,No,Travel_Rarely,Research & Development,11,1411,1,Laboratory Technician,3,3629,4,3
35,No,Travel_Frequently,Research & Development,18,1412,3,Manufacturing Director,4,9362,2,2
25,No,Travel_Rarely,Research & Development,1,1415,1,Laboratory Technician,4,3229,4,3
26,No,Travel_Rarely,Research & Development,7,1417,1,Laboratory Technician,1,3578,0,7
29,No,Travel_Rarely,Human Resources,17,1419,3,Human Resources,1,7988,1,10
49,Yes,Travel_Frequently,Research & Development,28,1420,2,Laboratory Technician,1,4284,3,4
29,Yes,Travel_Frequently,Research & Development,14,1421,3,Healthcare Representative,4,7553,0,8
54,No,Travel_Rarely,Research & Development,1,1422,4,Research Director,4,17328,6,20
58,No,Travel_Rarely,Research & Development,1,1423,5,Research Director,1,19701,3,9
